id,"text_code",term_id,frequency,"language","create_time"
15561,"107-1_A21M7390",922,6,"CH","2020-05-12 23:39:13"
15562,"107-1_A21M7390",1030,2,"CH","2020-05-12 23:39:13"
15563,"107-1_A21M7910_01",290,2,"CH","2020-05-12 23:39:13"
15564,"107-1_A21M7910_01",581,2,"CH","2020-05-12 23:39:13"
15565,"107-1_A21M7910_01",615,1,"CH","2020-05-12 23:39:13"
15566,"107-1_A21M7910_01",652,2,"CH","2020-05-12 23:39:13"
15567,"107-1_A21M7910_01",654,3,"CH","2020-05-12 23:39:13"
15568,"107-1_A21M7910_01",742,2,"CH","2020-05-12 23:39:13"
15569,"107-1_A21M7910_01",756,1,"CH","2020-05-12 23:39:13"
15570,"107-1_A21M7910_01",777,1,"CH","2020-05-12 23:39:13"
15571,"107-1_A21M7910_01",991,1,"CH","2020-05-12 23:39:13"
15572,"107-1_A21M7910_01",1233,9,"CH","2020-05-12 23:39:13"
15573,"107-1_A21M7910_01",1319,1,"CH","2020-05-12 23:39:13"
15574,"107-1_A21M7910_01",1366,2,"CH","2020-05-12 23:39:13"
15575,"107-1_A21M7910_02",649,1,"CH","2020-05-12 23:39:13"
15576,"107-1_A21M7910_02",654,2,"CH","2020-05-12 23:39:13"
15577,"107-1_A21M7910_02",759,1,"CH","2020-05-12 23:39:13"
15578,"107-1_A21M7910_02",1233,3,"CH","2020-05-12 23:39:13"
15579,"107-1_A21M7910_02",1302,2,"CH","2020-05-12 23:39:13"
15580,"107-1_A21M7910_02",1345,1,"CH","2020-05-12 23:39:13"
15581,"107-1_A21M7910_02",1366,7,"CH","2020-05-12 23:39:13"
15582,"107-1_A21M7920_01",290,2,"CH","2020-05-12 23:39:13"
15583,"107-1_A21M7920_01",581,2,"CH","2020-05-12 23:39:13"
15584,"107-1_A21M7920_01",615,1,"CH","2020-05-12 23:39:13"
15585,"107-1_A21M7920_01",652,2,"CH","2020-05-12 23:39:13"
15586,"107-1_A21M7920_01",654,3,"CH","2020-05-12 23:39:13"
15587,"107-1_A21M7920_01",742,2,"CH","2020-05-12 23:39:13"
15588,"107-1_A21M7920_01",756,1,"CH","2020-05-12 23:39:13"
15589,"107-1_A21M7920_01",777,1,"CH","2020-05-12 23:39:13"
15590,"107-1_A21M7920_01",991,1,"CH","2020-05-12 23:39:13"
15591,"107-1_A21M7920_01",1233,9,"CH","2020-05-12 23:39:13"
15592,"107-1_A21M7920_01",1319,1,"CH","2020-05-12 23:39:13"
15593,"107-1_A21M7920_01",1366,2,"CH","2020-05-12 23:39:13"
15594,"107-1_A21M7920_02",649,1,"CH","2020-05-12 23:39:13"
15595,"107-1_A21M7920_02",654,2,"CH","2020-05-12 23:39:13"
15596,"107-1_A21M7920_02",759,1,"CH","2020-05-12 23:39:13"
15597,"107-1_A21M7920_02",1233,2,"CH","2020-05-12 23:39:13"
15598,"107-1_A21M7920_02",1302,2,"CH","2020-05-12 23:39:13"
15599,"107-1_A21M7920_02",1345,1,"CH","2020-05-12 23:39:13"
15600,"107-1_A21M7920_02",1366,7,"CH","2020-05-12 23:39:13"
15601,"107-1_A21M7930_01",290,2,"CH","2020-05-12 23:39:13"
15602,"107-1_A21M7930_01",581,2,"CH","2020-05-12 23:39:13"
15603,"107-1_A21M7930_01",615,1,"CH","2020-05-12 23:39:13"
15604,"107-1_A21M7930_01",652,2,"CH","2020-05-12 23:39:13"
15605,"107-1_A21M7930_01",654,3,"CH","2020-05-12 23:39:13"
15606,"107-1_A21M7930_01",742,2,"CH","2020-05-12 23:39:13"
15607,"107-1_A21M7930_01",756,1,"CH","2020-05-12 23:39:13"
15608,"107-1_A21M7930_01",777,1,"CH","2020-05-12 23:39:13"
15609,"107-1_A21M7930_01",991,1,"CH","2020-05-12 23:39:13"
15610,"107-1_A21M7930_01",1233,9,"CH","2020-05-12 23:39:13"
15611,"107-1_A21M7930_01",1319,1,"CH","2020-05-12 23:39:13"
15612,"107-1_A21M7930_01",1366,2,"CH","2020-05-12 23:39:13"
15613,"107-1_A21M7930_02",649,1,"CH","2020-05-12 23:39:13"
15614,"107-1_A21M7930_02",654,2,"CH","2020-05-12 23:39:13"
15615,"107-1_A21M7930_02",759,1,"CH","2020-05-12 23:39:13"
15616,"107-1_A21M7930_02",1233,2,"CH","2020-05-12 23:39:13"
15617,"107-1_A21M7930_02",1302,2,"CH","2020-05-12 23:39:13"
15618,"107-1_A21M7930_02",1345,1,"CH","2020-05-12 23:39:13"
15619,"107-1_A21M7930_02",1366,7,"CH","2020-05-12 23:39:13"
15620,"107-1_A21M7940_01",290,2,"CH","2020-05-12 23:39:13"
15621,"107-1_A21M7940_01",581,2,"CH","2020-05-12 23:39:13"
15622,"107-1_A21M7940_01",615,1,"CH","2020-05-12 23:39:13"
15623,"107-1_A21M7940_01",652,2,"CH","2020-05-12 23:39:13"
15624,"107-1_A21M7940_01",654,3,"CH","2020-05-12 23:39:13"
15625,"107-1_A21M7940_01",742,2,"CH","2020-05-12 23:39:13"
15626,"107-1_A21M7940_01",756,1,"CH","2020-05-12 23:39:13"
15627,"107-1_A21M7940_01",777,1,"CH","2020-05-12 23:39:13"
15628,"107-1_A21M7940_01",991,1,"CH","2020-05-12 23:39:13"
15629,"107-1_A21M7940_01",1233,9,"CH","2020-05-12 23:39:13"
15630,"107-1_A21M7940_01",1319,1,"CH","2020-05-12 23:39:13"
15631,"107-1_A21M7940_01",1366,2,"CH","2020-05-12 23:39:13"
15632,"107-1_A21M7940_02",649,1,"CH","2020-05-12 23:39:13"
15633,"107-1_A21M7940_02",654,2,"CH","2020-05-12 23:39:13"
15634,"107-1_A21M7940_02",759,1,"CH","2020-05-12 23:39:13"
15635,"107-1_A21M7940_02",1233,2,"CH","2020-05-12 23:39:13"
15636,"107-1_A21M7940_02",1302,2,"CH","2020-05-12 23:39:13"
15637,"107-1_A21M7940_02",1345,1,"CH","2020-05-12 23:39:13"
15638,"107-1_A21M7940_02",1366,7,"CH","2020-05-12 23:39:13"
15639,"107-1_A21M8260",615,1,"CH","2020-05-12 23:39:13"
15640,"107-1_A21M8260",654,1,"CH","2020-05-12 23:39:13"
15641,"107-1_A21M8260",777,1,"CH","2020-05-12 23:39:13"
15642,"107-1_A21M8260",1345,2,"CH","2020-05-12 23:39:13"
15643,"107-1_A21M8690",547,1,"CH","2020-05-12 23:39:13"
15644,"107-1_A21M8690",649,2,"CH","2020-05-12 23:39:13"
15645,"107-1_A21M8690",654,8,"CH","2020-05-12 23:39:13"
15646,"107-1_A21M8690",655,1,"CH","2020-05-12 23:39:13"
15647,"107-1_A21M8690",1272,1,"CH","2020-05-12 23:39:13"
15648,"107-1_A21M8690",1345,5,"CH","2020-05-12 23:39:13"
15649,"107-1_A21M8700",547,1,"CH","2020-05-12 23:39:13"
15650,"107-1_A21M8700",649,2,"CH","2020-05-12 23:39:13"
15651,"107-1_A21M8700",654,8,"CH","2020-05-12 23:39:13"
15652,"107-1_A21M8700",655,1,"CH","2020-05-12 23:39:13"
15653,"107-1_A21M8700",1272,1,"CH","2020-05-12 23:39:13"
15654,"107-1_A21M8700",1345,5,"CH","2020-05-12 23:39:13"
15655,"107-1_A21M8820",654,2,"CH","2020-05-12 23:39:13"
15656,"107-1_A21M8830",654,2,"CH","2020-05-12 23:39:13"
15657,"107-1_A21M8840",654,2,"CH","2020-05-12 23:39:13"
15658,"107-1_A21M8950",574,1,"CH","2020-05-12 23:39:13"
15659,"107-1_A21M8950",646,1,"CH","2020-05-12 23:39:13"
15660,"107-1_A21M8950",954,1,"CH","2020-05-12 23:39:13"
15661,"107-1_A21M8950",1302,1,"CH","2020-05-12 23:39:13"
15662,"107-1_A21M8960",574,1,"CH","2020-05-12 23:39:13"
15663,"107-1_A21M8960",646,1,"CH","2020-05-12 23:39:13"
15664,"107-1_A21M8960",954,1,"CH","2020-05-12 23:39:13"
15665,"107-1_A21M8960",1302,1,"CH","2020-05-12 23:39:13"
15666,"107-1_A21M8970",574,1,"CH","2020-05-12 23:39:13"
15667,"107-1_A21M8970",646,1,"CH","2020-05-12 23:39:13"
15668,"107-1_A21M8970",954,1,"CH","2020-05-12 23:39:13"
15669,"107-1_A21M8970",1302,1,"CH","2020-05-12 23:39:13"
15670,"107-1_A21M8980",574,1,"CH","2020-05-12 23:39:13"
15671,"107-1_A21M8980",646,1,"CH","2020-05-12 23:39:13"
15672,"107-1_A21M8980",954,1,"CH","2020-05-12 23:39:13"
15673,"107-1_A21M8980",1302,1,"CH","2020-05-12 23:39:13"
15674,"107-1_A21M9230",922,1,"CH","2020-05-12 23:39:13"
15675,"107-1_A21M9230",922,1,"CH","2020-05-12 23:39:13"
15676,"107-1_A21M9240",1030,1,"CH","2020-05-12 23:39:13"
15677,"107-1_A21M9240",1030,1,"CH","2020-05-12 23:39:13"
15678,"107-1_A21M9250",133,1,"CH","2020-05-12 23:39:13"
15679,"107-1_A21M9340",309,1,"CH","2020-05-12 23:39:13"
15680,"107-1_A21M9340",581,1,"CH","2020-05-12 23:39:13"
15681,"107-1_A21M9340",652,1,"CH","2020-05-12 23:39:13"
15682,"107-1_A21M9340",700,1,"CH","2020-05-12 23:39:13"
15683,"107-1_A21M9340",742,1,"CH","2020-05-12 23:39:13"
15684,"107-1_A21M9340",759,2,"CH","2020-05-12 23:39:13"
15685,"107-1_A21M9340",1233,2,"CH","2020-05-12 23:39:13"
15686,"107-1_A21M9340",1278,1,"CH","2020-05-12 23:39:13"
15687,"107-1_A21M9420",134,4,"CH","2020-05-12 23:39:13"
15688,"107-1_A21M9420",134,4,"CH","2020-05-12 23:39:13"
15689,"107-1_A21M9490",5,2,"CH","2020-05-12 23:39:13"
15690,"107-1_A21M9490",328,2,"CH","2020-05-12 23:39:13"
15691,"107-1_A21M9490",581,1,"CH","2020-05-12 23:39:13"
15692,"107-1_A21M9490",652,1,"CH","2020-05-12 23:39:13"
15693,"107-1_A21M9490",717,2,"CH","2020-05-12 23:39:13"
15694,"107-1_A21M9490",742,1,"CH","2020-05-12 23:39:13"
15695,"107-1_A21M9490",759,2,"CH","2020-05-12 23:39:13"
15696,"107-1_A21M9490",1233,4,"CH","2020-05-12 23:39:13"
15697,"107-1_A21M9490",1404,2,"CH","2020-05-12 23:39:13"
15698,"107-1_A21M9510",1030,1,"CH","2020-05-12 23:39:13"
15699,"107-1_A21M9510",1030,1,"CH","2020-05-12 23:39:13"
15700,"107-1_A21M9520",547,1,"CH","2020-05-12 23:39:13"
15701,"107-1_A21M9530",547,1,"CH","2020-05-12 23:39:13"
15702,"107-1_A21M9540",547,1,"CH","2020-05-12 23:39:13"
15703,"107-1_A21M9550",547,1,"CH","2020-05-12 23:39:13"
15704,"107-1_A21M9670",547,1,"CH","2020-05-12 23:39:13"
15705,"107-1_A21M9670",649,2,"CH","2020-05-12 23:39:13"
15706,"107-1_A21M9670",654,8,"CH","2020-05-12 23:39:13"
15707,"107-1_A21M9670",655,1,"CH","2020-05-12 23:39:13"
15708,"107-1_A21M9670",1272,1,"CH","2020-05-12 23:39:13"
15709,"107-1_A21M9670",1345,5,"CH","2020-05-12 23:39:13"
15710,"107-1_A21M9680",649,2,"CH","2020-05-12 23:39:13"
15711,"107-1_A21M9680",654,7,"CH","2020-05-12 23:39:13"
15712,"107-1_A21M9680",655,1,"CH","2020-05-12 23:39:13"
15713,"107-1_A21M9680",1272,1,"CH","2020-05-12 23:39:13"
15714,"107-1_A21M9680",1345,5,"CH","2020-05-12 23:39:13"
15715,"107-1_A21M9870",581,2,"CH","2020-05-12 23:39:13"
15716,"107-1_A21M9870",615,1,"CH","2020-05-12 23:39:13"
15717,"107-1_A21M9870",652,2,"CH","2020-05-12 23:39:13"
15718,"107-1_A21M9870",654,5,"CH","2020-05-12 23:39:13"
15719,"107-1_A21M9870",742,2,"CH","2020-05-12 23:39:13"
15720,"107-1_A21M9870",777,1,"CH","2020-05-12 23:39:13"
15721,"107-1_A21M9870",782,1,"CH","2020-05-12 23:39:13"
15722,"107-1_A21M9900",583,20,"CH","2020-05-12 23:39:13"
15723,"107-1_A21M9900",615,8,"CH","2020-05-12 23:39:13"
15724,"107-1_A21M9900",617,2,"CH","2020-05-12 23:39:13"
15725,"107-1_A21M9900",677,2,"CH","2020-05-12 23:39:13"
15726,"107-1_A21M9900",777,8,"CH","2020-05-12 23:39:13"
15727,"107-1_A21M9910",583,20,"CH","2020-05-12 23:39:13"
15728,"107-1_A21M9910",615,8,"CH","2020-05-12 23:39:13"
15729,"107-1_A21M9910",617,2,"CH","2020-05-12 23:39:13"
15730,"107-1_A21M9910",677,2,"CH","2020-05-12 23:39:13"
15731,"107-1_A21M9910",777,8,"CH","2020-05-12 23:39:13"
15732,"107-1_A21U0250",581,3,"CH","2020-05-12 23:39:13"
15733,"107-1_A21U0250",652,3,"CH","2020-05-12 23:39:13"
15734,"107-1_A21U0250",654,1,"CH","2020-05-12 23:39:13"
15735,"107-1_A21U0250",742,3,"CH","2020-05-12 23:39:13"
15736,"107-1_A21U0250",1302,2,"CH","2020-05-12 23:39:13"
15737,"107-1_A21U0250",1314,2,"CH","2020-05-12 23:39:13"
15738,"107-1_A21U0340",555,2,"CH","2020-05-12 23:39:13"
15739,"107-1_A21U0340",581,2,"CH","2020-05-12 23:39:13"
15740,"107-1_A21U0340",652,2,"CH","2020-05-12 23:39:13"
15741,"107-1_A21U0340",654,5,"CH","2020-05-12 23:39:13"
15742,"107-1_A21U0340",655,1,"CH","2020-05-12 23:39:13"
15743,"107-1_A21U0340",710,2,"CH","2020-05-12 23:39:13"
15744,"107-1_A21U0340",742,2,"CH","2020-05-12 23:39:13"
15745,"107-1_A21U0340",1302,1,"CH","2020-05-12 23:39:13"
15746,"107-1_A21U0340",1344,1,"CH","2020-05-12 23:39:13"
15747,"107-1_A21U0430",615,1,"CH","2020-05-12 23:39:13"
15748,"107-1_A21U0430",654,1,"CH","2020-05-12 23:39:13"
15749,"107-1_A21U0430",777,1,"CH","2020-05-12 23:39:13"
15750,"107-1_A21U0430",1373,1,"CH","2020-05-12 23:39:13"
15751,"107-1_A21U0620",389,1,"CH","2020-05-12 23:39:13"
15752,"107-1_A21U0620",547,1,"CH","2020-05-12 23:39:13"
15753,"107-1_A21U0620",1233,1,"CH","2020-05-12 23:39:13"
15754,"107-1_A21U0620",1302,1,"CH","2020-05-12 23:39:13"
15755,"107-1_A21U0620",1387,1,"CH","2020-05-12 23:39:13"
15756,"107-1_A21U2130",615,5,"CH","2020-05-12 23:39:13"
15757,"107-1_A21U2130",777,5,"CH","2020-05-12 23:39:13"
15758,"107-1_A21U2140",615,5,"CH","2020-05-12 23:39:13"
15759,"107-1_A21U2140",777,5,"CH","2020-05-12 23:39:13"
15760,"107-1_A21U4310",654,6,"CH","2020-05-12 23:39:13"
15761,"107-1_A21U4310",756,1,"CH","2020-05-12 23:39:13"
15762,"107-1_A21U4310",991,1,"CH","2020-05-12 23:39:13"
15763,"107-1_A21U4310",1302,4,"CH","2020-05-12 23:39:13"
15764,"107-1_A21U4310",1319,22,"CH","2020-05-12 23:39:13"
15765,"107-1_A21U4310",1320,21,"CH","2020-05-12 23:39:13"
15766,"107-1_A21U4310",1345,5,"CH","2020-05-12 23:39:13"
15767,"107-1_A21U4470",654,2,"CH","2020-05-12 23:39:13"
15768,"107-1_A21U4680",134,1,"CH","2020-05-12 23:39:13"
15769,"107-1_A21U5290",134,1,"CH","2020-05-12 23:39:13"
15770,"107-1_A21U5300",134,1,"CH","2020-05-12 23:39:13"
15771,"107-1_A21U5330",555,2,"CH","2020-05-12 23:39:13"
15772,"107-1_A21U5330",581,3,"CH","2020-05-12 23:39:13"
15773,"107-1_A21U5330",615,1,"CH","2020-05-12 23:39:13"
15774,"107-1_A21U5330",652,3,"CH","2020-05-12 23:39:13"
15775,"107-1_A21U5330",654,5,"CH","2020-05-12 23:39:13"
15776,"107-1_A21U5330",655,1,"CH","2020-05-12 23:39:13"
15777,"107-1_A21U5330",710,2,"CH","2020-05-12 23:39:13"
15778,"107-1_A21U5330",742,3,"CH","2020-05-12 23:39:13"
15779,"107-1_A21U5330",777,1,"CH","2020-05-12 23:39:13"
15780,"107-1_A21U5330",1302,1,"CH","2020-05-12 23:39:13"
15781,"107-1_A21U5330",1344,1,"CH","2020-05-12 23:39:13"
15782,"107-1_A21U6280",654,3,"CH","2020-05-12 23:39:13"
15783,"107-1_A21U6280",1345,1,"CH","2020-05-12 23:39:13"
15784,"107-1_A21U6350",5,2,"CH","2020-05-12 23:39:13"
15785,"107-1_A21U6350",309,1,"CH","2020-05-12 23:39:13"
15786,"107-1_A21U6350",328,2,"CH","2020-05-12 23:39:13"
15787,"107-1_A21U6350",384,12,"CH","2020-05-12 23:39:13"
15788,"107-1_A21U6350",501,1,"CH","2020-05-12 23:39:13"
15789,"107-1_A21U6350",700,1,"CH","2020-05-12 23:39:13"
15790,"107-1_A21U6350",717,2,"CH","2020-05-12 23:39:13"
15791,"107-1_A21U6350",1233,1,"CH","2020-05-12 23:39:13"
15792,"107-1_A21U6350",1278,1,"CH","2020-05-12 23:39:13"
15793,"107-1_A21U6350",1306,1,"CH","2020-05-12 23:39:13"
15794,"107-1_A21U6350",1319,4,"CH","2020-05-12 23:39:13"
15795,"107-1_A21U6360",5,2,"CH","2020-05-12 23:39:13"
15796,"107-1_A21U6360",309,1,"CH","2020-05-12 23:39:13"
15797,"107-1_A21U6360",328,2,"CH","2020-05-12 23:39:13"
15798,"107-1_A21U6360",384,11,"CH","2020-05-12 23:39:13"
15799,"107-1_A21U6360",501,1,"CH","2020-05-12 23:39:13"
15800,"107-1_A21U6360",700,1,"CH","2020-05-12 23:39:13"
15801,"107-1_A21U6360",717,2,"CH","2020-05-12 23:39:13"
15802,"107-1_A21U6360",1233,1,"CH","2020-05-12 23:39:13"
15803,"107-1_A21U6360",1278,1,"CH","2020-05-12 23:39:13"
15804,"107-1_A21U6360",1306,1,"CH","2020-05-12 23:39:13"
15805,"107-1_A21U6360",1319,4,"CH","2020-05-12 23:39:13"
15806,"107-1_A41M0141_02",1345,1,"CH","2020-05-12 23:39:13"
15807,"107-1_A41M0141_03",615,1,"CH","2020-05-12 23:39:13"
15808,"107-1_A41M0141_03",777,1,"CH","2020-05-12 23:39:13"
15809,"107-1_A41M0141_03",793,2,"CH","2020-05-12 23:39:13"
15810,"107-1_A41M0141_03",1233,6,"CH","2020-05-12 23:39:13"
15811,"107-1_A41M0141_03",1345,11,"CH","2020-05-12 23:39:13"
15812,"107-1_A41M0180",297,2,"CH","2020-05-12 23:39:13"
15813,"107-1_A41M0180",501,2,"CH","2020-05-12 23:39:13"
15814,"107-1_A41M0180",547,2,"CH","2020-05-12 23:39:13"
15815,"107-1_A41M0180",1366,2,"CH","2020-05-12 23:39:13"
15816,"107-1_A41M0230_03",581,1,"CH","2020-05-12 23:39:13"
15817,"107-1_A41M0230_03",652,1,"CH","2020-05-12 23:39:13"
15818,"107-1_A41M0230_03",742,1,"CH","2020-05-12 23:39:13"
15819,"107-1_A41M0230_03",1404,1,"CH","2020-05-12 23:39:13"
15820,"107-1_A41M0300_01",1302,1,"CH","2020-05-12 23:39:13"
15821,"107-1_A41M0300_01",1345,1,"CH","2020-05-12 23:39:13"
15822,"107-1_A41M0300_02",399,1,"CH","2020-05-12 23:39:13"
15823,"107-1_A41M0300_02",803,1,"CH","2020-05-12 23:39:13"
15824,"107-1_A41M0300_02",932,1,"CH","2020-05-12 23:39:13"
15825,"107-1_A41M0300_02",1302,1,"CH","2020-05-12 23:39:13"
15826,"107-1_A41M0300_02",1319,1,"CH","2020-05-12 23:39:13"
15827,"107-1_A41M0300_02",1345,1,"CH","2020-05-12 23:39:13"
15828,"107-1_A41M0300_02",1374,2,"CH","2020-05-12 23:39:13"
15829,"107-1_A41M0310_02",1374,1,"CH","2020-05-12 23:39:13"
15830,"107-1_A41M0450",574,1,"CH","2020-05-12 23:39:13"
15831,"107-1_A41M0450",581,1,"CH","2020-05-12 23:39:13"
15832,"107-1_A41M0450",646,1,"CH","2020-05-12 23:39:13"
15833,"107-1_A41M0450",652,1,"CH","2020-05-12 23:39:13"
15834,"107-1_A41M0450",742,1,"CH","2020-05-12 23:39:13"
15835,"107-1_A41M0450",756,2,"CH","2020-05-12 23:39:13"
15836,"107-1_A41M0450",954,1,"CH","2020-05-12 23:39:13"
15837,"107-1_A41M0450",991,2,"CH","2020-05-12 23:39:13"
15838,"107-1_A41M0450",1302,5,"CH","2020-05-12 23:39:13"
15839,"107-1_B00U0100",47,2,"CH","2020-05-12 23:39:13"
15840,"107-1_B00U0100",53,1,"CH","2020-05-12 23:39:13"
15841,"107-1_B00U0100",124,1,"CH","2020-05-12 23:39:13"
15842,"107-1_B00U0100",296,1,"CH","2020-05-12 23:39:13"
15843,"107-1_B00U0100",547,1,"CH","2020-05-12 23:39:13"
15844,"107-1_B00U0100",633,1,"CH","2020-05-12 23:39:13"
15845,"107-1_B00U0100",654,11,"CH","2020-05-12 23:39:13"
15846,"107-1_B00U0100",657,1,"CH","2020-05-12 23:39:13"
15847,"107-1_B00U0100",759,1,"CH","2020-05-12 23:39:13"
15848,"107-1_B0100110_01",53,4,"CH","2020-05-12 23:39:13"
15849,"107-1_B0100110_01",124,4,"CH","2020-05-12 23:39:13"
15850,"107-1_B0100110_01",648,1,"CH","2020-05-12 23:39:13"
15851,"107-1_B0100110_02",53,3,"CH","2020-05-12 23:39:13"
15852,"107-1_B0100110_02",124,3,"CH","2020-05-12 23:39:13"
15853,"107-1_B0100110_02",648,1,"CH","2020-05-12 23:39:13"
15854,"107-1_B0100110_03",53,4,"CH","2020-05-12 23:39:13"
15855,"107-1_B0100110_03",124,4,"CH","2020-05-12 23:39:13"
15856,"107-1_B0100110_03",648,1,"CH","2020-05-12 23:39:13"
15857,"107-1_B0100220_01",53,2,"CH","2020-05-12 23:39:13"
15858,"107-1_B0100220_01",124,2,"CH","2020-05-12 23:39:13"
15859,"107-1_B0100220_01",277,3,"CH","2020-05-12 23:39:13"
15860,"107-1_B0100220_01",296,1,"CH","2020-05-12 23:39:13"
15861,"107-1_B0100220_01",302,2,"CH","2020-05-12 23:39:13"
15862,"107-1_B0100220_01",547,1,"CH","2020-05-12 23:39:13"
15863,"107-1_B0100220_01",581,1,"CH","2020-05-12 23:39:13"
15864,"107-1_B0100220_01",652,1,"CH","2020-05-12 23:39:13"
15865,"107-1_B0100220_01",742,1,"CH","2020-05-12 23:39:13"
15866,"107-1_B0100220_01",760,3,"CH","2020-05-12 23:39:13"
15867,"107-1_B0100220_01",840,1,"CH","2020-05-12 23:39:13"
15868,"107-1_B0100220_01",1104,2,"CH","2020-05-12 23:39:13"
15869,"107-1_B0100220_01",1233,1,"CH","2020-05-12 23:39:13"
15870,"107-1_B0100220_01",1251,1,"CH","2020-05-12 23:39:13"
15871,"107-1_B0100220_01",1261,6,"CH","2020-05-12 23:39:13"
15872,"107-1_B0100220_01",1377,3,"CH","2020-05-12 23:39:13"
15873,"107-1_B0100220_02",47,5,"CH","2020-05-12 23:39:13"
15874,"107-1_B0100220_02",53,1,"CH","2020-05-12 23:39:13"
15875,"107-1_B0100220_02",124,1,"CH","2020-05-12 23:39:13"
15876,"107-1_B0100220_02",277,3,"CH","2020-05-12 23:39:13"
15877,"107-1_B0100220_02",296,1,"CH","2020-05-12 23:39:13"
15878,"107-1_B0100220_02",300,1,"CH","2020-05-12 23:39:13"
15879,"107-1_B0100220_02",547,1,"CH","2020-05-12 23:39:13"
15880,"107-1_B0100220_02",555,1,"CH","2020-05-12 23:39:13"
15881,"107-1_B0100220_02",581,3,"CH","2020-05-12 23:39:13"
15882,"107-1_B0100220_02",652,3,"CH","2020-05-12 23:39:13"
15883,"107-1_B0100220_02",710,1,"CH","2020-05-12 23:39:13"
15884,"107-1_B0100220_02",742,3,"CH","2020-05-12 23:39:13"
15885,"107-1_B0100220_02",749,3,"CH","2020-05-12 23:39:13"
15886,"107-1_B0100220_02",760,3,"CH","2020-05-12 23:39:13"
15887,"107-1_B0100220_02",790,1,"CH","2020-05-12 23:39:13"
15888,"107-1_B0100220_02",845,1,"CH","2020-05-12 23:39:13"
15889,"107-1_B0100220_02",1237,3,"CH","2020-05-12 23:39:13"
15890,"107-1_B0100220_02",1363,3,"CH","2020-05-12 23:39:13"
15891,"107-1_B0100220_02",1377,3,"CH","2020-05-12 23:39:13"
15892,"107-1_B0100330_01",269,1,"CH","2020-05-12 23:39:13"
15893,"107-1_B0100330_01",547,1,"CH","2020-05-12 23:39:13"
15894,"107-1_B0100330_01",1242,6,"CH","2020-05-12 23:39:13"
15895,"107-1_B0100330_01",1261,5,"CH","2020-05-12 23:39:13"
15896,"107-1_B0100330_02",269,1,"CH","2020-05-12 23:39:13"
15897,"107-1_B0100330_02",547,1,"CH","2020-05-12 23:39:13"
15898,"107-1_B0100330_02",1242,6,"CH","2020-05-12 23:39:13"
15899,"107-1_B0100330_02",1261,5,"CH","2020-05-12 23:39:13"
15900,"107-1_B0100330_03",269,1,"CH","2020-05-12 23:39:13"
15901,"107-1_B0100330_03",547,1,"CH","2020-05-12 23:39:13"
15902,"107-1_B0100330_03",1242,6,"CH","2020-05-12 23:39:13"
15903,"107-1_B0100330_03",1261,5,"CH","2020-05-12 23:39:13"
15904,"107-1_B0100330_04",47,5,"CH","2020-05-12 23:39:13"
15905,"107-1_B0100330_04",53,1,"CH","2020-05-12 23:39:13"
15906,"107-1_B0100330_04",124,1,"CH","2020-05-12 23:39:13"
15907,"107-1_B0100330_04",277,3,"CH","2020-05-12 23:39:13"
15908,"107-1_B0100330_04",296,1,"CH","2020-05-12 23:39:13"
15909,"107-1_B0100330_04",300,1,"CH","2020-05-12 23:39:13"
15910,"107-1_B0100330_04",547,1,"CH","2020-05-12 23:39:13"
15911,"107-1_B0100330_04",555,1,"CH","2020-05-12 23:39:13"
15912,"107-1_B0100330_04",581,3,"CH","2020-05-12 23:39:13"
15913,"107-1_B0100330_04",652,3,"CH","2020-05-12 23:39:13"
15914,"107-1_B0100330_04",710,1,"CH","2020-05-12 23:39:13"
15915,"107-1_B0100330_04",742,3,"CH","2020-05-12 23:39:13"
15916,"107-1_B0100330_04",749,3,"CH","2020-05-12 23:39:13"
15917,"107-1_B0100330_04",760,3,"CH","2020-05-12 23:39:13"
15918,"107-1_B0100330_04",790,1,"CH","2020-05-12 23:39:13"
15919,"107-1_B0100330_04",845,1,"CH","2020-05-12 23:39:13"
15920,"107-1_B0100330_04",1237,3,"CH","2020-05-12 23:39:13"
15921,"107-1_B0100330_04",1363,3,"CH","2020-05-12 23:39:13"
15922,"107-1_B0100330_04",1377,3,"CH","2020-05-12 23:39:13"
15923,"107-1_B0100330_05",47,1,"CH","2020-05-12 23:39:13"
15924,"107-1_B0100330_05",271,1,"CH","2020-05-12 23:39:13"
15925,"107-1_B0100330_05",277,4,"CH","2020-05-12 23:39:13"
15926,"107-1_B0100330_05",285,1,"CH","2020-05-12 23:39:13"
15927,"107-1_B0100330_05",547,1,"CH","2020-05-12 23:39:13"
15928,"107-1_B0100330_05",581,1,"CH","2020-05-12 23:39:13"
15929,"107-1_B0100330_05",652,1,"CH","2020-05-12 23:39:13"
15930,"107-1_B0100330_05",654,2,"CH","2020-05-12 23:39:13"
15931,"107-1_B0100330_05",742,1,"CH","2020-05-12 23:39:13"
15932,"107-1_B0100330_05",760,4,"CH","2020-05-12 23:39:13"
15933,"107-1_B0100330_05",840,1,"CH","2020-05-12 23:39:13"
15934,"107-1_B0100330_05",1377,4,"CH","2020-05-12 23:39:13"
15935,"107-1_B0100330_05",1401,1,"CH","2020-05-12 23:39:13"
15936,"107-1_B01101A1_01",53,2,"CH","2020-05-12 23:39:13"
15937,"107-1_B01101A1_01",120,1,"CH","2020-05-12 23:39:13"
